Код,"Альтернативный код",Бренд,Наименование,Применение,"Цена закупки","Цена продажи",Количество,Склад,"Локальный склад?","Фото детали"
641002D010,604002D000/641002D000/641002D001/641002D011,KIA-HYUNDAI,"Панель передняя (нижняя часть)","Elantra 12.00-05.03",0,2790,1,"Кременчуг - 1",1,
K04GSKNA00624,0K41010271/0K42110271/0K42110271DS/0K42110272/0SL0110271A/EG326K/KM0400471GR/KM0400471NA/PGBN059,KAP,"Прокладка ГБЦ","K3600 K3600II(2.5T)",0,207,1,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/k04gskna00624-kap-01.jpg
553483K600,553482G600,KIA-HYUNDAI,"Отбойник заднего амортизатора","Sonata NF IX35 Magentis",0,153,6,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/553483k600-kia-hyundai-01.jpg
977682E400,,KIA-HYUNDAI,"Трубка кондиционера","Tucson 2.0I",0,1125,1,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/977682e400-hyundai-01.jpg
411262D100,,KIA-HYUNDAI,"Стопорное кольцо сцепления","1,7TCi Dizel 1,6i 13~ Univ",0,86,2,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/411262d100-kia-hyundai-01.jpg
9555043300,0335200038/954404B311/954404B321/V15710011/1009530012/8199200400/9555021000/9555021001/9555021002,SINWON,"Реле поворотов",Univ,0,162,1,"Кременчуг - 1",1,
546301H040,546301H030/546301H050/C6K18041/SZ0325MT,KAYABA,"Пружина передняя","Ceed 1.6D/1.6i/2.0i",0,972,2,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/546301h040-kayaba-01.jpg
338134A000,3M5Q9E568CA/RF2A13H51A/RF2A13H51B/198195/1230952/5821761/46518716/55221016/93178683/8200895280/9804220580/13537785722,KIA-HYUNDAI,"Прокладка форсунки","Univ 2.5TDI",0,32,42,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/338134a000-hyundai-03.jpg
5773029000,08040300/08100040/ADG08737/CRKH13/CRM9/CTH012/DRKH19/KM0700813/MB532281/MR131856/QM0812P/RKH13/SQRKH13/5033406/5773029001,KIA-HYUNDAI,"Тяга рульова","Coupe 97~ Elantra 95-00 Eclips 90-94",0,302,1,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/5773029000-hyundai-02.jpg
0510000141,5W30,KIA-HYUNDAI,"Масло моторное TURBO SYN  (синтетика) 1л",Univ,0,225,7,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/0510000141-hyundai-03.jpg
2306042922,CJA033A/KM0100221/2306042901/2306042911/2306042921/2361042901/2361042911/2361042922,KFM,"Вкладиші шатунні (0.25)","H-1 02~ H-100",0,324,2,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/2306042922-kfm-02.jpg
6650530401,CZD001/6650530101/6650530201,ADDAX-Q,"Клапан двигателя выпускной","Rexton 01~ Kyron 05~ Actyon 05~",0,77,1,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/6650530401-addax-q-01.jpg
3935002710,KM0900400/KM0900400CHN/3935002800,TOPIC,"Датчик положения распредвала","Picanto 07~ Getz 06~ 1.0L 1.1L",0,765,2,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/3935002710-topic-02.jpg
546502P700,13069GL/546502P000/546502P100/546502P500/EX546502P000/EX546502P100/EX546502P500/EX546502P700/PJBFL018/SA2103G/SF2085/SQSAK086,KIA-HYUNDAI,"Амортизатор передний левый (газ)","Sorento 09~",0,1665,16,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/546502p700-kia-07.jpg
252813A100,252813A000/252813A050/DTP3007,KIA-HYUNDAI,"Ролик натягу ременя генератора (з натягувачем в зборі)","Veracruz 06~ IX55 08~ Mohave 3.0TDi",0,1944,1,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/252813a100-hyundai-02.jpg
230403C920,,KIA-HYUNDAI,"Кільця поршневі (0.25)","3.8L DOHC-MPI Sorento Veracruz IX55 Mohave",0,3258,1,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/230403c920-kia-01.jpg
0K01D13250,0280150502/DNB013,KIA-HYUNDAI,"Форсунка инжектора","Sportage 98-03 DOHC",0,4275,4,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/0k01d13250-kia-hyundai-06.jpg
R1026,517122D010/517122D300/517122D310/517122D310A/ADG04356/BS8150/C30513ABE/HCCA040/KM0702337/R1013/RN1230/RN1230V/S517122D300/S517122D310A/SD1016/5171217000,"VALEO PHC","Диск тормозной передний","Elantra ~03 Matrix",0,585,2,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/r1026-valeo-phc-03.jpg
52950H1000,KM0702400/Z07NUTHB04065,TOPIC,"Гайка колеса  (лит диск)",Univ,0,23,10,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/52950h1000-topic-01.jpg
17311,,NARVA,"Лампа накаливания"" Spherical lamps R10W""","12В 10Вт",0,21,2,"Кременчуг - 1",1,
0K9A234156,CRK011/DCC010672/GSPK096/J70307/J70307K/K07RUBSD02970/KM0701710/91941574,TOPIC,"Втулкa стабілізатора переднього",Clarus,0,14,4,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/0k9a234156-topic-01.jpg
Y918J,0250200063/0250201004/GN857/N10213002/SV004/15956/841016/30915956,NGK,"Свеча накала",,0,212,6,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/y918j-ngk-02.jpg
2745002610,,"VALEO PHC","Провод высоковольтный (свечи 4-го цилиндра)","Picanto 1,1L Getz 1,1L Atos 1,1L",0,90,1,"Кременчуг - 1",1,
KM0401109RU,440117P/597.473/B63010235A/B63010235A9A/B63010235B/J1223008/MB3H710235/597473/11025600/5002804800,TOPIC,"Прокладка клапанной крышки","Pride (DA) 1.1L Avella 1,3",0,113,3,"Кременчуг - 1",1,
1011413,,"HYUNDAI XTEER","Масло трансмиссионное CVT Xteer SP-3 1л синт",Univ,0,167,12,"Кременчуг - 1",1,
5837145400,,KIA-HYUNDAI,"Тяга регулировочная","HD65 HD72 98~",0,482,1,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/5837145400-hyundai-01.jpg
RING2701,,"OEM KOREA","Набор механика d8-d52",univ,0,5,587,"Кременчуг - 1",1,
6016031001,,"SSANG YONG","Болт крепления кузова 120мм",REXTON/MUSSO/KORANDO,0,45,53,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/6016031001-ssang-yong-01.jpg
215102A101,215102A100/215102A102/215102A320,KIA-HYUNDAI,"Піддон масляний двигуна","1,5TCi 05-11 Rio Cerato Matrix",0,419,22,"Кременчуг - 1",1,
361842E500,,KIA-HYUNDAI,Болт,"H1 07~ IX35 09~ Sonata 10~ CM10 10~ Genesis Coupe 12~ Santa Fe 12~",0,144,4,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/361842e500-hyundai-01.jpg
577402K010,EX577402K010/N2840514/3762601,MANDO,"Пыльник рулевой рейки","Soul Venga",0,90,3,"Кременчуг - 1",1,
2351741310,,"SJC KOREA","Втулка шатуна","HD65 (D4AL)",0,149,4,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/2351741310-sjc-korea-02.jpg
253291P100,R423YN9AA01P,KIA-HYUNDAI,"Тройник патрубков охлаждення двигателя","Elantra 11~ I20 IX20 Soul",0,270,2,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/253291p100-hyundai-02.jpg
54615FD000,6611CAAAA1/CMK512/GSPK237/K07MTGSD02940/KM0702619/KSPK237/PXCNB002FR/SA0854/313614,TOPIC,"Опора амортизатора переднього права","Rio 2",0,288,1,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/54615fd000-topic-02.jpg
588134A001,588134A001DS,KIA-HYUNDAI,"Шланг тормозной задний левый","H-1 96~",0,446,1,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/588134a001-hyundai-04.jpg
8261029002LG,8261029000LG/8261029001LG/H12HDLDR01533/H12HDLDR01534/KM1200570,KIA-HYUNDAI,"Ручка внутрішня лівих дверей","Lantra 96-00",0,126,1,"Кременчуг - 1",1,
2442003100,,KIA-HYUNDAI,"Башмак цепи распредвалов","1,4i 1,2i Accent 14~  I20 12~ Ceed Venga 09~",0,392,1,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/2442003100-hyundai-02.jpg
921023J320,,KIA-HYUNDAI,"Фара передняя правая (XENON) (эл.кор.)","IX55 08~",0,21150,1,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/921023j320-hyundai-03.jpg
0KFY011SG0,0K90723SG0/0K9Y011SG0/0KFZ011SG0/CJB015S/K01CRKCN00136/KM0100462,TOPIC,"Вкладыши коренные (STD)","Clarus 2,0L Sportage old 2,0L",0,414,2,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/0kfy011sg0-topic-03.jpg
3616027001,,KIA-HYUNDAI,"Обмотка стартера с корпусом в сборе","Grandeur 05~ i30 07~ SantaFe 06~ Sonata 08~ Trajet 04~ Tucson 04~ Carens 06~ Magentis 06~ Sportage 06~",0,1755,1,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/3616027001-hyundai-04.jpg
646012D010,604002D000/646012D011,KIA-HYUNDAI,"Лонжерон передний левый","Elantra 2000~",0,4950,1,"Кременчуг - 1",1,
0K43A16460,,SECO,"Диск сцепления","K3000-K3600 Bongo",0,585,1,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/0k43a16460-seco-02.jpg
5456338000,,KIA-HYUNDAI,"Болт рычага","Magentis Opirus Sonata",0,36,5,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/5456338000-kia-01.jpg
971242D000,D332AKYAA01P,HCC,"Привод заслонки отопителя","Elantra 00~ Matrix 06~ Coupe 01~ Tucson 04~",0,360,1,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/971242d000-hcc-02.jpg
473524E000,,KIA-HYUNDAI,"Сальник хвостовика кардана","8 SPEED 4WD G90 G80 16~",0,828,1,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/473524e000-hyundai-01.jpg
9260659000,,KIA-HYUNDAI,"Отражатель задний правый в бампере","H350 15~",0,675,2,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/9260659000-kia-hyundai-02.jpg
1864305009N,0K2BA51B05/1864305009/1864305009E/1864305009L,KIA-HYUNDAI,"Автолампа 12V 5W (подсветки фары)",Universal,0,23,1,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/1864305009n-kia-01.jpg
2744023700,2744023002/2744023510,"OEM KOREA","Провод высоковольтный (свечи 3-го цилиндра)","Tucson Cerato Sportage Carens 2.0L",0,68,1,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/2744023700-oem-korea-02.jpg
2921537100,GGXH115/K04GSKNA00975/KGXH115/KM0400370NA/P1ZA013,KIA-HYUNDAI,"Прокладка впускного коллектора верхняя","Sonata EF Santa FeTrajet XG25/XG30 Coupe",0,207,5,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/2921537100-hyundai-01.jpg
577902DA20,577902DA10/EX577902DA10/KOS82812,KOS,"Ремкомплект насоса гидроусилителя","Elantra 00~",0,243,1,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/577902da20-kos-01.jpg
1421ABZZZ1,213553C520,"PYUNG HWA","Прокладка насоса водяного маленькая","3,3l 3,8l Univ 05~",0,14,28,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/1421abzzz1-pyung-hwa-03.jpg
2335738001,0340097SX/CM0828/EBT10009K/GT10072/GT90700/K6119/KM0800006/MD185544/MD192068/MD352473/SMD352473/T41038/VKM75613/531038220/2335733350,KIA-HYUNDAI,"Ролик балансировочного ремня",MITSUBISHI/Hyundai/Kia,0,275,1,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/2335738001-hyundai-03.jpg
3614525010,KM0900127,KIA-HYUNDAI,"Бендикс стартера","Sonata NF Magentis III 2.0L",0,293,1,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/3614525010-kia-hyundai-04.jpg
876112H100,876112H200,KIA-HYUNDAI,"Стекло зеркала заднего вида левое (мех)","Elantra 06-11",0,216,1,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/876112h100-hyundai-02.jpg
4322222640,4322236031/4322236040,KIA-HYUNDAI,"Подшипник вала первичного КПП передний","Accent 99~ Getz 02~ Elantra 06-11 Rio 06-11 Cerato Ceed",0,635,3,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/4322222640-hyundai-01.jpg
282852F000,282852F100/P1QB004/P1QB004(PLUS),KIA-HYUNDAI,"Прокладка турбины","Santa Fe 10~ Diz  IX35 10~ Sorento 10~ Sportage",0,167,2,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/282852f000-kia-hyundai-02.jpg
527521C000,0584001/BP4K33062/GJ2133062/GJ6A33062/GR1L33062/GR1L33062A/J00Y33062/KD3533062/KM0702388/Z07BOLSD04006/32307/1473166/3395499/6586309/6789185/5271225000,TOPIC,"Шпилька колеса ",Univ,0,17,20,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/527521c000-topic-01.jpg
0K60A28330,CRK306/CVKK98/DCC010661/J50300OEM/K07BSHSD02811/K26K2700/KM0701458/PXCRB007L,TOPIC,"Втулка ресори","HD68 HD72",0,52,8,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/0k60a28330-topic-01.jpg
2521203000,5PK1236ELAST/5PK1236SF/865310676/1987946153/2521203500,GATES,"Ремінь генератора (загальний)","i10 07~ i20 08~ i10 10~ i20 10~ 1.2i",0,288,1,"Кременчуг - 1",1,
8652343300SS,8652343300CC/8652343300ZZ,KIA-HYUNDAI,"Эмблема задняя надпись ""HYUNDAI""",H-100,0,90,1,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/8652343300ss-hyundai-01.jpg
PAB027,0K2A513Z40/0K2A513Z40A/A2922/A9413/A9421/AF631/AP182/B20313JC/B20313PR/BK2313JP/BK2313TOKO/C34100/CA8548/EAF00093M/FAK07S/GFAK004/J1320309/KFAK004/KM0200053/LFAF413/LX1818/MAF038/OKAF004/SMAFK005/WA6369/50013978,PMC,"Фильтр воздушный",Sephia,0,95,2,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/pab027-pmc-02.jpg
CJA026S,2306026200/2306026405,ADDAX-Q,"Вкладиші шатунні (STD-AA) (BLUE) 1 шийка","Accent 06-11 1.6L Rio 1.6 Matrix Getz",0,135,2,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/cja026s-addax-q-02.jpg
5839645400,,KIA-HYUNDAI,"Возвратная пружина тормозного механизма","HD65 HD72 98~",0,90,2,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/5839645400-hyundai-01.jpg
581641P000,,KIA-HYUNDAI,"Пыльник направляющей суппорта тормозного","Venga 09~",0,171,1,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/581641p000-kia-hyundai-03.jpg
2118045900,2118241000/2118345900,MINWOO,"Втулка распредвала","HD 65/72 04~",0,522,1,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/2118045900-minwoo-01.jpg
B80011,,BIZOL,"Cмазка силиконовая SILICONE+ L51 0.4л",,0,108,2,"Кременчуг - 1",1,
S3804,32M68A/MM00086/115067/312254/312393/365069/366005/366007/21030253/31321135858,MONROE,"Картридж амортизатора переднего газовый",BMW,0,720,1,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/s3804-monroe-01.jpg
2221242850,H01VLVCN01131/KM0100160/KM0100160CHN,TOPIC,"Клапан выпускной","H-1 (D4BF)",0,86,4,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/2221242850-topic-03.jpg
959302B000,,KIA-HYUNDAI,"Датчик подушки безопасности","Santa Fe 06~",0,1247,1,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/959302b000-hyundai-02.jpg
IFR5G11,0242230500/0242230528/274103C000/90919A1002/BO0242230528/IK16TT/OE180T10/PS1029/S2741023700/SK16PRL11/2741023700,NGK,"Свічка запалювання (платина)","Tucson 2.7i Sportage 06~ 2.7 NF 3.3 Grandeur 3.3",0,185,18,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/ifr5g11-ngk-01.jpg
3613825010,,KIA-HYUNDAI,Стопор-машина,"H1 07~ IX35 09~ Sonata 10~ CM10 10~ Genesis Coupe 12~ Santa Fe 12~",0,27,1,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/3613825010-hyundai-02.jpg
253352P000,,KIA-HYUNDAI,"Подушка радіатора","Grandeur 17~ Sorento 17-20 Optima 18-19 Tucson 15~ Sonata 14-19 Cadenza 17-18",0,72,2,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/5a876754d6906cbb39aecde2906957ac.jpg
2443103100,,KIA-HYUNDAI,"Башмак цепи распредвалов","1,4i 1,2i Accent 14~  I20 12~ Ceed Venga 09~",0,315,1,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/2443103100-hyundai-02.jpg
2102023902,BTH061021050/KM0100035/MB5256AM05/MS3878A050/Z01CRKCN00187,TOPIC,"Вкладыши коренные (0.50) КОМПЛЕКТ","Lantra 95~ Coupe 96~",0,270,1,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/2102023902-topic-03.jpg
646022D010,604002D000,KIA-HYUNDAI,"Лонжерон передний правый","Elantra 2000~",0,4950,1,"Кременчуг - 1",1,
96537170,0450905976/3020105116X0B/30F0006/ADG02331/B30002PR/B30008/B30008D/B30008PR/EP221/F57318/FS618J/IPD003/J1330901/J1330902/J1330908/KG0300025/KG0300046/KL470/KL573/KL83/L420/PF606/PP9053/SMFFG009/WF8333/WK552/25121074/25121353/25313359/61105079/96257049/96298888/96335719/96444649/96503420/96503450/96507803/96560782,"GENERAL MOTORS","Фильтр топливный",UNIV,0,234,1,"Кременчуг - 1",1,
5456438000,,KIA-HYUNDAI,"Болт рычага","Magentis Opirus Sonata",0,36,4,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/5456438000-kia-01.jpg
96308618,1311BABAH1/EG96308618/KG0700338PH,SHINHWA,"Сайлентблок рычага заднего","Nubira 97-03",0,30,3,"Кременчуг - 1",1,
2351041001,2351041002/2351041003/2351041004/2351041902/2351041903/2351041904,KIA-HYUNDAI,"Шатун двигуна","HD Chorus",0,1935,2,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/2351041001-hyundai-02.jpg
281133X000,AF653/B20534PR/EAF00121T/F026400228/H02AIRSD00196/KFAH085/KM0200108/MAF102/N1320554/PAA082/PAA088/QA0854/S281133X000/SMAFH044/SX2869,TOPIC,"Фільтр повітряний","Elantra 11~",0,104,9,"Кременчуг - 1",1,
95420D3200,,KIA-HYUNDAI,Антенна-смарт-ключ,"Tucson 15~",0,1161,1,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/95420d3200-kia-hyundai-02.jpg
96413100,RK0005/RK0006/96351472/96351602/96413053,"GENERAL MOTORS","Пробка маслозаливной горловины","Aveo Lacetti Lanos Nubira",0,81,1,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/96413100-general-motors-02.jpg
2231127011,K04GSKGR00959/K04GSKMT00960/KM0400116GR/KM0400116MT/PGAG059/PGAM059/2231127010,KIA-HYUNDAI,"Прокладка ГБЦ (T=1.2)","Santa Fe 2.0TD Tucson 2.0TD Carens Sportage 2.0TD",0,815,1,"Кременчуг - 1",1,https://kiaparts.com.ua/storage/detal_photo/2231127011-hyundai-01.jpg
